Time [s],Byte
11.021547750000000,0xA5
11.021548437500000,0xA7
11.021549125000000,0x8F
11.035547812500001,0x88
11.035548374999999,0xA5
11.035549062499999,0xB5
11.035549749999999,0xD7
11.060548937500000,0x88
11.060549500000000,0xA5
11.060550187500001,0xCE
11.060550812500001,0xD7
11.405564437500001,0x88
11.405564999999999,0xA5
11.405565687499999,0x27
11.405566312500000,0xC9
11.419565062500000,0x88
11.419565625000001,0xA5
11.419566312500001,0x35
11.419566937500001,0x91
11.420565125000000,0x88
11.420565687500000,0xA5
11.420566375000000,0x36
11.420567000000000,0xD1
11.434565750000001,0x88
11.434566312499999,0xA5
11.434566999999999,0x44
11.434567625000000,0x59
11.440566000000000,0x88
11.440566562500001,0xA5
11.440567250000001,0x4A
11.440567874999999,0xA9
11.441566062500000,0x88
11.441566625000000,0xA5
11.441567312500000,0x4B
11.441567937500000,0x51
11.444566187500000,0x88
11.444566750000000,0xA5
11.444567437500000,0x4E
11.444568062500000,0x91
11.445566250000001,0x88
11.445566812499999,0xA5
11.445567499999999,0x4F
11.445568124999999,0x69
11.466567187500001,0x88
11.466567749999999,0xA5
11.466568437499999,0x64
11.466569062500000,0xD1
11.469567312500001,0x88
11.469567874999999,0xA5
11.469568562499999,0x67
11.469569187499999,0x91
11.483567937500000,0x88
11.483568500000001,0xA5
11.483569187500001,0x75
11.483569812500001,0xC9
11.533570187500001,0x88
11.533570750000001,0xA5
11.533571437499999,0xA7
11.533572124999999,0x79
11.540570499999999,0x88
11.540571062500000,0xA5
11.540571750000000,0xAE
11.540572437500000,0xF1
11.554571125000001,0x88
11.554571687499999,0xA5
11.554572374999999,0xBC
11.554573062499999,0xA9
11.604573374999999,0x88
11.604573937500000,0xA5
11.604574625000000,0xEE
11.604575250000000,0xA9
11.658575812500001,0x88
11.658576375000001,0xA5
11.658577062499999,0x24
11.658577687499999,0xF2
11.661575937500000,0x88
11.661576500000001,0xA5
11.661577187500001,0x27
11.661577812499999,0xB2
11.683576937500000,0x88
11.683577500000000,0xA5
11.683578187500000,0x3D
11.683578812500000,0x9A
11.722578687500000,0x88
11.722579250000001,0xA5
11.722579937500001,0x64
11.722580562499999,0xAA
11.725578812500000,0x88
11.725579375000001,0xA5
11.725580062500001,0x67
11.725580687500001,0xEA
11.743579625000001,0x88
11.743580187499999,0xA5
11.743580874999999,0x79
11.743581499999999,0xFA
11.796582000000001,0x88
11.796582562499999,0xA5
11.796583249999999,0xAE
11.796583875000000,0x8A
11.810582625000000,0x88
11.810583187500001,0xA5
11.810583875000001,0xBC
11.810584499999999,0xD2
11.819583062500000,0x88
11.819583625000000,0xA5
11.819584312500000,0xC5
11.819584937500000,0x6A
11.821583125000000,0x88
11.821583687500000,0xA5
11.821584375000000,0xC7
11.821585000000001,0xD2
11.825583312499999,0x88
11.825583875000000,0xA5
11.825584562500000,0xCB
11.825585187500000,0x9A
11.835583750000000,0x88
11.835584312500000,0xA5
11.835585000000000,0xD5
11.835585625000000,0x8A
11.836583812500001,0x88
11.836584374999999,0xA5
11.836585062499999,0xD6
11.836585687500000,0xCA
11.856584687500000,0x88
11.856585250000000,0xA5
11.856585937500000,0xEA
11.856586562500000,0xEA
11.860584875000001,0x88
11.860585437499999,0xA5
11.860586124999999,0xEE
11.860586750000000,0xD2
11.871585375000000,0x88
11.871585937500001,0xA5
11.871586625000001,0xF9
11.871587249999999,0x4A
11.914587312500000,0x88
11.914587875000000,0xA5
11.914588562500001,0x24
11.914589187500001,0xDB
11.921587625000001,0x88
11.921588187499999,0xA5
11.921588874999999,0x2B
11.921589500000000,0xD3
11.939588437499999,0x88
11.939589000000000,0xA5
11.939589687500000,0x3D
11.939590312500000,0xB3
11.949588875000000,0x88
11.949589437500000,0xA5
11.949590125000000,0x47
11.949590750000000,0x4B
11.964589562500000,0x88
11.964590125000001,0xA5
11.964590812499999,0x56
11.964591437499999,0x53
11.970589812500000,0x88
11.970590375000000,0xA5
11.970591062500000,0x5C
11.970591687500001,0x9B
11.985590500000001,0x88
11.985591062499999,0xA5
11.985591749999999,0x6B
11.985592375000000,0x8B
11.988590625000001,0x88
11.988591187500001,0xA5
11.988591874999999,0x6E
11.988592499999999,0x4B
11.995590937499999,0x88
11.995591500000000,0xA5
11.995592187500000,0x75
11.995592812500000,0x9B
11.999591125000000,0x88
11.999591687500001,0xA5
11.999592375000001,0x79
11.999593000000001,0xD3
12.003591312499999,0x88
12.003591875000000,0xA5
12.003592562500000,0x7D
12.003593187500000,0xEB
12.048593312500000,0x88
12.048593875000000,0xA5
12.048594562500000,0xAA
12.048595250000000,0x9B
12.077594625000000,0x88
12.077595187500000,0xA5
12.077595875000000,0xC7
12.077596500000000,0xFB
12.116596375000000,0x88
12.116596937500001,0xA5
12.116597625000001,0xEE
12.116598249999999,0xFB
12.123596687499999,0x88
12.123597250000000,0xA5
12.123597937500000,0xF5
12.123598625000000,0x2B
12.429610437499999,0x88
12.429611000000000,0xA5
12.429611687500000,0x27
12.429612312500000,0x6D
12.450611374999999,0x88
12.450611937500000,0xA5
12.450612625000000,0x3C
12.450613250000000,0xBD
12.478612625000000,0x88
12.478613187500001,0xA5
12.478613875000001,0x58
12.478614500000001,0x55
12.479612687500000,0x88
12.479613250000000,0xA5
12.479613937500000,0x59
12.479614562500000,0xAD
12.482612812499999,0x88
12.482613375000000,0xA5
12.482614062500000,0x5C
12.482614687500000,0x6D
12.491613250000000,0x88
12.491613812500001,0xA5
12.491614500000001,0x65
12.491615124999999,0x8D
12.500613625000000,0x88
12.500614187500000,0xA5
12.500614875000000,0x6E
12.500615500000000,0xBD
12.507613937500000,0x88
12.507614500000001,0xA5
12.507615187500001,0x75
12.507615812499999,0x6D
12.557616187500001,0x88
12.557616749999999,0xA5
12.557617437499999,0xA7
12.557618124999999,0xDD
12.564616500000000,0x88
12.564617062500000,0xA5
12.564617750000000,0xAE
12.564618437500000,0x55
12.642620000000001,0x88
12.642620562499999,0xA5
12.642621249999999,0xFC
12.642621937500000,0x55
12.692622249999999,0x88
12.692622812500000,0xA5
12.692623500000000,0x2E
12.692624125000000,0x9E
12.731624000000000,0x88
12.731624562500000,0xA5
12.731625250000000,0x55
12.731625875000001,0x9E
12.770625750000001,0x88
12.770626312499999,0xA5
12.770626999999999,0x7C
12.770627624999999,0x9E
12.865629999999999,0x88
12.865630562500000,0xA5
12.865631250000000,0xDB
12.865631875000000,0xDE
12.890631125000001,0x88
12.890631687500001,0xA5
12.890632374999999,0xF4
12.890632999999999,0x5E
12.944633562500000,0x88
12.944634125000000,0xA5
12.944634812500000,0x2A
12.944635437500001,0x8F
12.948633750000001,0x88
12.948634312499999,0xA5
12.948634999999999,0x2E
12.948635625000000,0xB7
12.954634000000000,0x88
12.954634562500001,0xA5
12.954635250000001,0x34
12.954635874999999,0x9F
12.965634500000000,0x88
12.965635062500001,0xA5
12.965635750000001,0x3F
12.965636437500001,0xAF
12.976635000000000,0x88
12.976635562500000,0xA5
12.976636250000000,0x4A
12.976636875000001,0x5F
13.004636250000001,0x88
13.004636812499999,0xA5
13.004637499999999,0x66
13.004638125000000,0x9F
13.008636437500000,0x88
13.008637000000000,0xA5
13.008637687500000,0x6A
13.008638312500000,0xD7
13.022637062499999,0x88
13.022637625000000,0xA5
13.022638312500000,0x78
13.022638937500000,0x8F
13.072639312500000,0x88
13.072639875000000,0xA5
13.072640562500000,0xAA
13.072641250000000,0x3F
13.083639812500000,0x88
13.083640375000000,0xA5
13.083641062500000,0xB5
13.083641750000000,0xD7
13.107640875000000,0x88
13.107641437500000,0xA5
13.107642125000000,0xCD
13.107642750000000,0x97
13.108640937500001,0x88
13.108641499999999,0xA5
13.108642187499999,0xCE
13.108642812499999,0xD7
13.118641374999999,0x88
13.118641937500000,0xA5
13.118642625000000,0xD8
13.118643250000000,0xB7
13.132642000000001,0x88
13.132642562499999,0xA5
13.132643249999999,0xE6
13.132643874999999,0x2F
13.146642625000000,0x88
13.146643187500000,0xA5
13.146643875000001,0xF4
13.146644562500001,0x77
13.477657499999999,0x88
13.477658062500000,0xA5
13.477658750000000,0x3F
13.477659437500000,0x59
13.482657750000000,0x88
13.482658312500000,0xA5
13.482659000000000,0x44
13.482659625000000,0x59
13.498658437500000,0x88
13.498659000000000,0xA5
13.498659687500000,0x54
13.498660312500000,0xB9
13.505658750000000,0x88
13.505659312500001,0xA5
13.505660000000001,0x5B
13.505660625000001,0xB1
13.523659562500001,0x88
13.523660124999999,0xA5
13.523660812499999,0x6D
13.523661437499999,0x59
13.534660062500000,0x88
13.534660625000001,0xA5
13.534661312500001,0x78
13.534661937499999,0x79
13.583662250000000,0x88
13.583662812500000,0xA5
13.583663500000000,0xA9
13.583664187500000,0x89
13.587662437500001,0x88
13.587662999999999,0xA5
13.587663687499999,0xAD
13.587664374999999,0xB1
13.594662749999999,0x88
13.594663312500000,0xA5
13.594664000000000,0xB4
13.594664687500000,0xD9
13.644665000000000,0x88
13.644665562500000,0xA5
13.644666250000000,0xE6
13.644666875000000,0xD9
13.647665125000000,0x88
13.647665687500000,0xA5
13.647666375000000,0xE9
13.647667000000000,0xD1
13.648665187500001,0x88
13.648665749999999,0xA5
13.648666437499999,0xEA
13.648667062500000,0x91
13.651665312500000,0x88
13.651665875000001,0xA5
13.651666562500001,0xED
13.651667187499999,0xE9
13.708667875000000,0x88
13.708668437500000,0xA5
13.708669125000000,0x26
13.708669750000000,0x4A
13.715668187500000,0x88
13.715668750000001,0xA5
13.715669437500001,0x2D
13.715670062499999,0x7A
13.740669312500000,0x88
13.740669875000000,0xA5
13.740670562500000,0x46
13.740671187500000,0x9A
13.743669437499999,0x88
13.743670000000000,0xA5
13.743670687500000,0x49
13.743671312500000,0x92
13.747669625000000,0x88
13.747670187500001,0xA5
13.747670875000001,0x4D
13.747671499999999,0xAA
13.761670250000000,0x88
13.761670812500000,0xA5
13.761671500000000,0x5B
13.761672125000000,0xCA
13.771670687500000,0x88
13.771671250000001,0xA5
13.771671937500001,0x65
13.771672562499999,0x52
13.776670937500000,0x88
13.776671500000001,0xA5
13.776672187500001,0x6A
13.776672812499999,0x5A
13.786671374999999,0x88
13.786671937500000,0xA5
13.786672625000000,0x74
13.786673250000000,0x4A
13.836673625000000,0x88
13.836674187500000,0xA5
13.836674875000000,0xA6
13.836675500000000,0xFA
13.839673749999999,0x88
13.839674312500000,0xA5
13.839675000000000,0xA9
13.839675625000000,0xF2
13.840673812500000,0x88
13.840674375000001,0xA5
13.840675062500001,0xAA
13.840675687499999,0xB2
13.860674687500000,0x88
13.860675250000000,0xA5
13.860675937500000,0xBE
13.860676562500000,0x6A
13.869675125000001,0x88
13.869675687499999,0xA5
13.869676374999999,0xC7
13.869676999999999,0xD2
13.889676000000000,0x88
13.889676562500000,0xA5
13.889677250000000,0xDB
13.889677875000000,0x7A
13.914677125000001,0x88
13.914677687499999,0xA5
13.914678374999999,0xF4
13.914679000000000,0xFA
13.921677437500000,0x88
13.921678000000000,0xA5
13.921678687500000,0xFB
13.921679312500000,0xF2
13.971679687500000,0x88
13.971680250000000,0xA5
13.971680937500000,0x2D
13.971681562500001,0x53
13.988680437499999,0x88
13.988681000000000,0xA5
13.988681687500000,0x3E
13.988682312500000,0xF3
13.999680937500001,0x88
13.999681499999999,0xA5
13.999682187499999,0x49
13.999682812500000,0xBB
14.010681437500001,0x88
14.010681999999999,0xA5
14.010682687499999,0x54
14.010683312499999,0xEB
14.013681562500000,0x88
14.013682125000001,0xA5
14.013682812500001,0x57
14.013683437499999,0xAB
14.018681812500001,0x88
14.018682374999999,0xA5
14.018683062499999,0x5C
14.018683687499999,0x9B
14.034682500000001,0x88
14.034683062499999,0xA5
14.034683749999999,0x6C
14.034684374999999,0xF3
14.049683187499999,0x88
14.049683750000000,0xA5
14.049684437500000,0x7B
14.049685062500000,0x6B
14.092685124999999,0x88
14.092685687500000,0xA5
14.092686375000000,0xA6
14.092687062500000,0xD3
14.109685875000000,0x88
14.109686437500001,0xA5
14.109687125000001,0xB7
14.109687812500001,0xCB
14.138687187500000,0x88
14.138687750000001,0xA5
14.138688437500001,0xD4
14.138689062499999,0x5B
14.148687625000001,0x88
14.148688187499999,0xA5
14.148688874999999,0xDE
14.148689500000000,0x93
14.156688000000001,0x88
14.156688562499999,0xA5
14.156689249999999,0xE6
14.156689875000000,0x8B
14.163688312500000,0x88
14.163688875000000,0xA5
14.163689562500000,0xED
14.163690187500000,0xBB
14.444700937500000,0x88
14.444701500000001,0xA5
14.444702187500001,0x46
14.444702749999999,0x3A
14.475702312499999,0x88
14.475702875000000,0xA5
14.475703562500000,0x25
14.475704187500000,0xD5
14.479702500000000,0x88
14.479703062500000,0xA5
14.479703750000001,0x29
14.479704375000001,0x9D
14.493703125000000,0x88
14.493703687500000,0xA5
14.493704375000000,0x37
14.493705000000000,0x8D
14.514704062500000,0x88
14.514704625000000,0xA5
14.514705312500000,0x4C
14.514705937500000,0x8D
14.525704562500000,0x88
14.525705125000000,0xA5
14.525705812500000,0x57
14.525706437500000,0x5D
14.528704687499999,0x88
14.528705250000000,0xA5
14.528705937500000,0x5A
14.528706562500000,0xED
14.532704875000000,0x88
14.532705437500001,0xA5
14.532706125000001,0x5E
14.532706749999999,0xD5
14.539705187499999,0x88
14.539705750000000,0xA5
14.539706437500000,0x65
14.539707062500000,0x8D
14.557706000000000,0x88
14.557706562500000,0xA5
14.557707250000000,0x77
14.557707875000000,0xD5
14.564706312500000,0x88
14.564706875000001,0xA5
14.564707562500001,0x7E
14.564708250000001,0x5D
14.613708500000000,0x88
14.613709062500000,0xA5
14.613709750000000,0xAF
14.613710437500000,0xAD
14.618708750000000,0x88
14.618709312500000,0xA5
14.618710000000000,0xB4
14.618710687500000,0x7D
14.628709187500000,0x88
14.628709750000001,0xA5
14.628710437500001,0xBE
14.628711125000001,0xB5
14.674711250000000,0x88
14.674711812500000,0xA5
14.674712500000000,0xEC
14.674713125000000,0xB5
14.677711374999999,0x88
14.677711937500000,0xA5
14.677712625000000,0xEF
14.677713250000000,0xF5
14.692712062500000,0x88
14.692712625000000,0xA5
14.692713312500000,0xFE
14.692714062500000,0xED
14.770715562500000,0x88
14.770716125000000,0xA5
14.770716812500000,0x4C
14.770717437500000,0xF6
14.795716687500001,0x88
14.795717249999999,0xA5
14.795717937499999,0x65
14.795718562499999,0xF6
14.866719874999999,0x88
14.866720437500000,0xA5
14.866721125000000,0xAC
14.866721750000000,0x96
14.909721812500001,0x88
14.909722374999999,0xA5
14.909723062499999,0xD7
14.909723687500000,0x96
15.005726125000001,0x88
15.005726687499999,0xA5
15.005727374999999,0x37
15.005728000000000,0xDF
15.019726750000000,0x88
15.019727312500001,0xA5
15.019728000000001,0x45
15.019728625000001,0x57
15.029727187500001,0x88
15.029727749999999,0xA5
15.029728437499999,0x4F
15.029729062500000,0x9F
15.054728312500000,0x88
15.054728875000000,0xA5
15.054729562500000,0x68
15.054730187500001,0x6F
15.058728500000001,0x88
15.058729062499999,0xA5
15.058729749999999,0x6C
15.058730375000000,0x57
15.068728937500000,0x88
15.068729500000000,0xA5
15.068730187500000,0x76
15.068730812500000,0x7F
15.122731375000001,0x88
15.122731937499999,0xA5
15.122732624999999,0xAC
15.122733312499999,0xBF
15.132731812499999,0x88
15.132732375000000,0xA5
15.132733062500000,0xB6
15.132733750000000,0x97
15.133731875000000,0x88
15.133732437500001,0xA5
15.133733124999999,0xB7
15.133733812499999,0x6F
15.182734062500000,0x88
15.182734625000000,0xA5
15.182735312500000,0xE8
15.182735937500000,0xDF
15.196734687499999,0x88
15.196735250000000,0xA5
15.196735937500000,0xF6
15.196736625000000,0xCF
15.498748250000000,0x88
15.498748812500001,0xA5
15.498749500000001,0x24
15.498750125000001,0x89
15.509748750000000,0x88
15.509749312500000,0xA5
15.509750000000000,0x2F
15.509750625000001,0xB9
15.516749062500001,0x88
15.516749624999999,0xA5
15.516750312499999,0x36
15.516750937499999,0xD1
15.530749687500000,0x88
15.530750250000001,0xA5
15.530750937500001,0x44
15.530751562500001,0x59
15.541750187500000,0x88
15.541750750000000,0xA5
15.541751437500000,0x4F
15.541752062500001,0x69
15.569751437500001,0x88
15.569751999999999,0xA5
15.569752687499999,0x6B
15.569753312500000,0xD9
15.579751874999999,0x88
15.579752437500000,0xA5
15.579753125000000,0x75
15.579753750000000,0xC9
15.580751937500001,0x88
15.580752499999999,0xA5
15.580753187499999,0x76
15.580753812499999,0x89
15.587752249999999,0x88
15.587752812500000,0xA5
15.587753500000000,0x7D
15.587754125000000,0xB9
15.629754125000000,0x88
15.629754687500000,0xA5
15.629755375000000,0xA7
15.629756062500000,0x79
15.634754375000000,0x88
15.634754937500000,0xA5
15.634755625000000,0xAC
15.634756312500000,0x49
15.697757187500001,0x88
15.697757749999999,0xA5
15.697758437499999,0xEB
15.697759062499999,0x69
15.754759750000000,0x88
15.754760312500000,0xA5
15.754761000000000,0x24
15.754761625000000,0xF2
15.757759875000000,0x88
15.757760437500000,0xA5
15.757761125000000,0x27
15.757761750000000,0xB2
15.758759937500001,0x88
15.758760499999999,0xA5
15.758761187499999,0x28
15.758761812500000,0xBA
15.761760062500001,0x88
15.761760625000001,0xA5
15.761761312499999,0x2B
15.761761937499999,0xFA
15.772760562500000,0x88
15.772761125000001,0xA5
15.772761812500001,0x36
15.772762437500001,0xAA
15.779760874999999,0x88
15.779761437499999,0xA5
15.779762125000000,0x3D
15.779762750000000,0x9A
15.811762312500001,0x88
15.811762874999999,0xA5
15.811763562499999,0x5D
15.811764187500000,0x4A
15.818762625000000,0x88
15.818763187500000,0xA5
15.818763875000000,0x64
15.818764500000000,0xAA
15.821762750000000,0x88
15.821763312500000,0xA5
15.821764000000000,0x67
15.821764625000000,0xEA
15.836763437500000,0x88
15.836764000000001,0xA5
15.836764687500001,0x76
15.836765312500001,0xF2
15.892765937500000,0x88
15.892766500000000,0xA5
15.892767187500001,0xAE
15.892767812500001,0x8A
15.906766562500000,0x88
15.906767125000000,0xA5
15.906767812500000,0xBC
15.906768437500000,0xD2
15.915767000000001,0x88
15.915767562499999,0xA5
15.915768249999999,0xC5
15.915768874999999,0x6A
15.917767062499999,0x88
15.917767625000000,0xA5
15.917768312500000,0xC7
15.917768937500000,0xD2
15.921767250000000,0x88
15.921767812500001,0xA5
15.921768500000001,0xCB
15.921769125000001,0x9A
15.931767687500001,0x88
15.931768249999999,0xA5
15.931768937499999,0xD5
15.931769562500000,0x8A
15.932767750000000,0x88
15.932768312500000,0xA5
15.932769000000000,0xD6
15.932769625000001,0xCA
15.956768812500000,0x88
15.956769375000000,0xA5
15.956770062500000,0xEE
15.956770687500001,0xD2
15.967769312500000,0x88
15.967769875000000,0xA5
15.967770562500000,0xF9
15.967771187500000,0x4A
